"Entry"	"Entry.Name"	"Reviewed"	"Protein.names"	"Gene.Names"	"Organism"	"Length"	"Functions"
"Q04049"	"POLH_YEAST"	"reviewed"	"DNA polymerase eta (EC 2.7.7.7) (Radiation-sensitive protein 30)"	"RAD30 DBH1 YDR419W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	632	"FUNCTION: DNA polymerase specifically involved in DNA repair. Plays an important role in translesion synthesis, where the normal high fidelity DNA polymerases cannot proceed and DNA synthesis stalls. Plays an important role in the repair of UV-induced pyrimidine dimers. Depending on the context, it inserts the correct base, but causes frequent base transitions and transversions. Efficiently incorporates nucleotides opposite to other UV or oxidative DNA damages like O(6)-methylguanine, 7,8-dihydro-8-oxoguanine, 2,6-diamino-4-hydroxy-5-formamidopyrimidine of 2'-deoxyguanosine (FaPydG), or p-benzoquinone DNA adducts. {ECO:0000269|PubMed:10347143, ECO:0000269|PubMed:10601233, ECO:0000269|PubMed:10713149, ECO:0000269|PubMed:10725365, ECO:0000269|PubMed:10924462, ECO:0000269|PubMed:10932195, ECO:0000269|PubMed:11027270, ECO:0000269|PubMed:11054429, ECO:0000269|PubMed:11062246, ECO:0000269|PubMed:11113193, ECO:0000269|PubMed:11238937, ECO:0000269|PubMed:11545742, ECO:0000269|PubMed:11861920, ECO:0000269|PubMed:12110599, ECO:0000269|PubMed:12665597, ECO:0000269|PubMed:12692307, ECO:0000269|PubMed:12888515, ECO:0000269|PubMed:12899630, ECO:0000269|PubMed:14527996, ECO:0000269|PubMed:15024063, ECO:0000269|PubMed:15157108, ECO:0000269|PubMed:15284331, ECO:0000269|PubMed:15333698, ECO:0000269|PubMed:15520252, ECO:0000269|PubMed:15544332, ECO:0000269|PubMed:15743815, ECO:0000269|PubMed:15779911, ECO:0000269|PubMed:16181813, ECO:0000269|PubMed:16366567, ECO:0000269|PubMed:16387871, ECO:0000269|PubMed:16415180, ECO:0000269|PubMed:16866379, ECO:0000269|PubMed:9409821, ECO:0000269|PubMed:9974380}."
"Q04053"	"SNX41_YEAST"	"reviewed"	"Sorting nexin-41"	"SNX41 YDR425W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	625	"FUNCTION: Involved in proper sorting of the v-SNARE protein SNC1. {ECO:0000269|PubMed:12554655}."
"Q04062"	"RPN9_YEAST"	"reviewed"	"26S proteasome regulatory subunit RPN9 (Proteasome non-ATPase subunit 7)"	"RPN9 NAS7 YDR427W D9461.14"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	393	"FUNCTION: Acts as a regulatory subunit of the 26S proteasome which is involved in the ATP-dependent degradation of ubiquitinated proteins. {ECO:0000269|PubMed:9714768}."
"Q04067"	"EIF3G_YEAST"	"reviewed"	"Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Translation initiation factor eIF3 p33 subunit) (eIF3 p33)"	"TIF35 YDR429C D9461.16"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	274	"FUNCTION: RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation (Potential). Binds to the 18S rRNA but non-specifically (PubMed:10085088). {ECO:0000255|HAMAP-Rule:MF_03006, ECO:0000269|PubMed:10085088}."
"Q04080"	"GPI17_YEAST"	"reviewed"	"GPI transamidase component GPI17"	"GPI17 YDR434W D9461.20"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	534	"FUNCTION: Component of the GPI transamidase complex. Involved in transfer of GPI to proteins. {ECO:0000269|PubMed:11483512}."
"Q04082"	"GPI19_YEAST"	"reviewed"	"Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI19 (GPI-GlcNAc transferase complex subunit GPI19) (GPI-GnT subunit GPI19) (EC 2.4.1.198)"	"GPI19 YDR437W D9461.23"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	140	"FUNCTION: Part of the complex catalyzing the transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to phosphatidylinositol, the first step of GPI biosynthesis. Involved in cell wall biosynthesis. {ECO:0000269|PubMed:16278447}."
"Q04087"	"LRS4_YEAST"	"reviewed"	"Monopolin complex subunit LRS4 (Loss of rDNA silencing protein 4)"	"LRS4 YDR439W D9461.25"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	347	"FUNCTION: Component of the monopolin complex which promotes monoorientation during meiosis I, required for chromosome segregation during meiosis. Involved in rDNA silencing. {ECO:0000269|PubMed:10082585, ECO:0000269|PubMed:12586695, ECO:0000269|PubMed:12689592}."
"Q04089"	"DOT1_YEAST"	"reviewed"	"Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Disrupter of telomere silencing protein 1) (Histone H3-K79 methyltransferase) (H3-K79-HMTase) (Lysine N-methyltransferase 4)"	"DOT1 KMT4 PCH1 YDR440W D9461.26"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	582	"FUNCTION: Histone methyltransferase that specifically trimethylates histone H3 to form H3K79me3. This methylation is required for telomere silencing and for the pachytene checkpoint during the meiotic cell cycle by allowing the recruitment of RAD9 to double strand breaks. Nucleosomes are preferred as substrate compared to free histones. Can bind to DNA (in vitro). {ECO:0000269|PubMed:11029058, ECO:0000269|PubMed:12097318, ECO:0000269|PubMed:12152067, ECO:0000269|PubMed:12574507, ECO:0000269|PubMed:15292170, ECO:0000269|PubMed:15632126, ECO:0000269|PubMed:16166626, ECO:0000269|PubMed:9755194}."
"Q04110"	"ECM11_YEAST"	"reviewed"	"Protein ECM11 (Extracellular mutant protein 11)"	"ECM11 YDR446W D9461.31"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	302	"FUNCTION: May be involved in cell wall organization and biogenesis."
"Q04119"	"PPN1_YEAST"	"reviewed"	"Endopolyphosphatase (EC 3.6.1.10) (Deoxyadenosine triphosphate phosphohydrolase) (dATP phosphohydrolase) (EC 3.6.1.-) (Exopolyphosphatase) (EC 3.6.1.11) (Phosphate metabolism protein 5)"	"PPN1 PHM5 YDR452W D9461.37"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	674	"FUNCTION: Catalyzes the hydrolysis of inorganic polyphosphate (polyP) chains of many hundreds of phosphate residues into shorter lengths. Has both exopolyphosphatase and endopolyphosphatase activities at different ratios depending on divalent cations by cleaving phosphate from the chain end and by fragmenting long-chain polymers into shorter ones, respectively. The limited digestion products are 1 and 3 P(i) residues (PubMed:11102525, PubMed:11447286, PubMed:15170373, PubMed:15342119, PubMed:15792812, PubMed:8900207, Ref.16, PubMed:31175919). Also releases phosphate from dATP. dATP phosphohydrolase activity is about 7-fold lower than the exopolyphosphatase activity (Ref.16). {ECO:0000269|PubMed:11102525, ECO:0000269|PubMed:11447286, ECO:0000269|PubMed:15170373, ECO:0000269|PubMed:15342119, ECO:0000269|PubMed:15792812, ECO:0000269|PubMed:31175919, ECO:0000269|PubMed:8900207, ECO:0000269|Ref.16}."
"Q04120"	"TSA2_YEAST"	"reviewed"	"Peroxiredoxin TSA2 (Prx) (EC 1.11.1.24) (Cytoplasmic thiol peroxidase 2) (cTPx 2) (Thiol-specific antioxidant protein 2) (Thioredoxin peroxidase type Ib) (TPx type Ib) (Thioredoxin-dependent peroxiredoxin TSA2)"	"TSA2 YDR453C D9461.38"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	196	"FUNCTION: Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides and as sensor of hydrogen peroxide-mediated signaling events (PubMed:10681558, PubMed:11741925, PubMed:15210711). Can act alternatively as peroxidase and molecular chaperone. Oxidative stress and heat shock exposure cause a reversible shift of the protein structure from low MW species to high MW complexes, triggering a peroxidase-to-chaperone functional switch. The chaperone function of the protein enhances resistance to heat shock (PubMed:15163410). {ECO:0000269|PubMed:10681558, ECO:0000269|PubMed:11741925, ECO:0000269|PubMed:15163410, ECO:0000269|PubMed:15210711}."
"Q04121"	"NHX1_YEAST"	"reviewed"	"Endosomal/prevacuolar sodium/hydrogen exchanger (Endosomal/prevacuolar Na(+)/H(+) exchanger) (Vacuolar protein sorting-associated protein 44)"	"NHX1 NHA2 VPL27 VPS44 YDR456W D9461.40"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	633	"FUNCTION: Endosomal/prevacuolar electroneutral Na(+)/H(+) exchanger which mediates intracellular sequestration of Na(+) cations, regulates vacuolar pH and contributes to osmotolerance following sudden exposure to hyperosmotic media. Contributes also to the postdiauxic/stationary phase resistance to osmotic stress and allows for the continued growth of cells until the acquired osmotolerance response can occur. Involved in hygromycin resistance probably through its influence on the electrochemical proton gradient affecting secondarily the entrance of hygromycin. Mediates pH-dependent vesicle trafficking out of the endosome. Contributes to K(+) sequestration and homeostasis. {ECO:0000269|PubMed:10589731, ECO:0000269|PubMed:10998367, ECO:0000269|PubMed:11102523, ECO:0000269|PubMed:14610088, ECO:0000269|PubMed:1493335, ECO:0000269|PubMed:15635088, ECO:0000269|PubMed:15659172, ECO:0000269|PubMed:16671892, ECO:0000269|PubMed:17588950, ECO:0000269|PubMed:18378800, ECO:0000269|PubMed:18799619, ECO:0000269|PubMed:9334180, ECO:0000269|PubMed:9694857}."
"Q04149"	"MUS81_YEAST"	"reviewed"	"Crossover junction endonuclease MUS81 (EC 3.1.22.-) (MMS and UV-sensitive protein 81)"	"MUS81 SLX3 YDR386W D9509.6"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	632	"FUNCTION: Interacts with MMS4 to form a DNA structure-specific endonuclease with substrate preference for branched DNA structures with a 5'-end at the branch nick. Typical substrates include 3'-flap structures, D-loops, replication forks with regressed leading strands and nicked Holliday junctions. Cleavage probably occurs approximately half a helical turn upstream of the free 5'-end in these structures. May be required in mitosis for the processing of stalled replication fork intermediates arising spontaneously or subsequent to treatment with DNA damaging agents such as methylmethane sulfonate (MMS), camptothecin (CPT) or UV. May be required in meiosis for the repair of meiosis-specific double strand breaks subsequent to single-end invasion (SEI). This involves consecutive cleavage of D-loops and nicked Holliday junctions leading to sister chromatid crossover. In contrast to MSH4-MSH5 dependent crossover, double Holliday junctions do not seem to be involved. Spore formation and viability are severely impaired in deletion strains. {ECO:0000269|PubMed:10905349, ECO:0000269|PubMed:11139495, ECO:0000269|PubMed:11641278, ECO:0000269|PubMed:12473680, ECO:0000269|PubMed:12475932, ECO:0000269|PubMed:12724407, ECO:0000269|PubMed:12750322, ECO:0000269|PubMed:14527420, ECO:0000269|PubMed:14642571, ECO:0000269|PubMed:15590332, ECO:0000269|PubMed:16193328}."
"Q04175"	"SXM1_YEAST"	"reviewed"	"Importin beta SMX1 (Suppressor of mRNA export mutant protein 1) (karyopherin-108)"	"SXM1 KAP108 YDR395W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	944	"FUNCTION: Nuclear transport factor (karyopherin) involved in protein transport between the cytoplasm and nucleoplasm. Required for the nuclear import of ribosomal proteins (RPL11, RPL16, RPL25, RPL31A), the poly(A)-binding protein PAB1, the HO endonuclease or the tRNA and snRNA chaperone LHP1. Indirectly involved in nuclear mRNA export through its PAB1 nuclear import activity. {ECO:0000269|PubMed:12684370, ECO:0000269|PubMed:15004228, ECO:0000269|PubMed:15769879, ECO:0000269|PubMed:16507575, ECO:0000269|PubMed:9238021, ECO:0000269|PubMed:9412461, ECO:0000269|PubMed:9817748}."
"Q04177"	"UTP5_YEAST"	"reviewed"	"U3 small nucleolar RNA-associated protein 5 (U3 snoRNA-associated protein 5) (U three protein 5) (U3 protein 5 required for transcription) (t-UTP5)"	"UTP5 YDR398W D9509.17"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	643	NA
"Q04178"	"HPRT_YEAST"	"reviewed"	"Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8) (Bypass of repression by adenine protein 6)"	"HPT1 BRA6 YDR399W D9509.18"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	221	"FUNCTION: Converts guanine to guanosine monophosphate, and hypoxanthine to inosine monophosphate. Transfers the 5-phosphoribosyl group from 5-phosphoribosylpyrophosphate onto the purine. Plays a central role in the generation of purine nucleotides through the purine salvage pathway. {ECO:0000269|PubMed:11035032, ECO:0000269|PubMed:18245832, ECO:0000269|PubMed:371963, ECO:0000269|PubMed:6170313, ECO:0000269|PubMed:6392474, ECO:0000269|PubMed:7035445, ECO:0000269|PubMed:9335580}."
"Q04179"	"URH1_YEAST"	"reviewed"	"Uridine nucleosidase (EC 3.2.2.3) (Uridine ribohydrolase)"	"URH1 YDR400W D9509.19"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	340	"FUNCTION: Also acts on cytidine."
"Q04195"	"SIZ1_YEAST"	"reviewed"	"E3 SUMO-protein ligase SIZ1 (EC 2.3.2.-) (E3 SUMO-protein transferase SIZ2) (SAP and Miz-finger domain-containing protein 1) (Ubiquitin-like protein ligase 1)"	"SIZ1 ULL1 YDR409W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	904	"FUNCTION: Acts as an E3 ligase mediating SUMO/Smt3 attachment to septins and PCNA. May be involved in chromosome maintenance. {ECO:0000269|PubMed:11333221, ECO:0000269|PubMed:11572779, ECO:0000269|PubMed:11577116, ECO:0000269|PubMed:11587849, ECO:0000269|PubMed:12226657}."
"Q04199"	"CAC2_YEAST"	"reviewed"	"Chromatin assembly factor 1 subunit p60 (CAF-1 60 kDa subunit)"	"CAC2 YML102W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	468	"FUNCTION: Acts as a component of chromatin assembly factor 1 (CAF-1), which assembles histone octamers onto replicating DNA in vitro. It performs the first step of the nucleosome assembly process, bringing newly synthesized histones H3 and H4 to replicating DNA; histones H2A/H2B can bind to this chromatin precursor subsequent to DNA replication to complete the histone octamer. p50 and p60 form complexes with newly synthesized histones H3 and acetylated H4 in cell extracts (By similarity). {ECO:0000250}."
"Q04214"	"YM13B_YEAST"	"reviewed"	"Transposon Ty1-MR1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]"	"TY1B-MR1 YMRCTy1-3 POL YMR045C YM9532.10C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1755	"FUNCTION: Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty1 RNA and initiation of reverse transcription (By similarity). {ECO:0000250}.; FUNCTION: The aspartyl protease (PR) mediates the proteolytic cleavages of the Gag and Gag-Pol polyproteins after assembly of the VLP. {ECO:0000250}.; FUNCTION: Reverse transcriptase/ribonuclease H (RT) is a multifunctional enzyme that catalyzes the conversion of the retro-elements RNA genome into dsDNA within the VLP. The enzyme displays a DNA polymerase activity that can copy either DNA or RNA templates, and a ribonuclease H (RNase H) activity that cleaves the RNA strand of RNA-DNA heteroduplexes during plus-strand synthesis and hydrolyzes RNA primers. The conversion leads to a linear dsDNA copy of the retrotransposon that includes long terminal repeats (LTRs) at both ends (By similarity). {ECO:0000250}.; FUNCTION: Integrase (IN) targets the VLP to the nucleus, where a subparticle preintegration complex (PIC) containing at least integrase and the newly synthesized dsDNA copy of the retrotransposon must transit the nuclear membrane. Once in the nucleus, integrase performs the integration of the dsDNA into the host genome (By similarity). {ECO:0000250}."
